collation_name;column_name;default_expr;formatted_type;generated_kind;identity_kind;not_null;object_name;object_type;ordinal_position;schema_name;type_name;type_schema
pg_catalog.default;status;'published'::text;text;;;false;tutorials;BASE TABLE;19;public;text;pg_catalog
pg_catalog.default;related_route;;text;;;false;tutorials;BASE TABLE;20;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;user_invitations;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;user_invitations;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;email;;text;;;true;user_invitations;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;user_invitations;BASE TABLE;4;public;text;pg_catalog
;role;;app_role;;;true;user_invitations;BASE TABLE;5;public;app_role;public
;professional_id;;uuid;;;false;user_invitations;BASE TABLE;6;public;uuid;pg_catalog
pg_catalog.default;token_hash;;text;;;true;user_invitations;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;false;user_invitations;BASE TABLE;8;public;text;pg_catalog
;expires_at;;timestamp with time zone;;;true;user_invitations;BASE TABLE;9;public;timestamptz;pg_catalog
;invited_by;;uuid;;;false;user_invitations;BASE TABLE;10;public;uuid;pg_catalog
;created_at;now();timestamp with time zone;;;false;user_invitations;BASE TABLE;11;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;user_invitations;BASE TABLE;12;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;user_mfa_backup_codes;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;user_mfa_backup_codes;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;code_hash;;text;;;true;user_mfa_backup_codes;BASE TABLE;3;public;text;pg_catalog
;used_at;;timestamp with time zone;;;false;user_mfa_backup_codes;BASE TABLE;4;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;false;user_mfa_backup_codes;BASE TABLE;5;public;timestamptz;pg_catalog
;user_id;;uuid;;;true;user_onboarding_preferences;BASE TABLE;1;public;uuid;pg_catalog
;show_onboarding;true;boolean;;;false;user_onboarding_preferences;BASE TABLE;2;public;bool;pg_catalog
;last_seen_at;now();timestamp with time zone;;;false;user_onboarding_preferences;BASE TABLE;3;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;user_onboarding_progress;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;user_onboarding_progress;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;user_onboarding_progress;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;step_key;;text;;;true;user_onboarding_progress;BASE TABLE;4;public;text;pg_catalog
;completed_at;now();timestamp with time zone;;;false;user_onboarding_progress;BASE TABLE;5;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;user_roles;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;user_roles;BASE TABLE;2;public;uuid;pg_catalog
;role;;app_role;;;true;user_roles;BASE TABLE;3;public;app_role;public
;created_at;now();timestamp with time zone;;;true;user_roles;BASE TABLE;4;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;user_tour_states;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;user_tour_states;BASE TABLE;2;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;user_tour_states;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;tour_key;;text;;;true;user_tour_states;BASE TABLE;4;public;text;pg_catalog
;status;'not_started'::tour_status;tour_status;;;true;user_tour_states;BASE TABLE;5;public;tour_status;public
pg_catalog.default;version;;text;;;true;user_tour_states;BASE TABLE;6;public;text;pg_catalog
;last_step_index;0;integer;;;false;user_tour_states;BASE TABLE;7;public;int4;pg_catalog
;updated_at;now();timestamp with time zone;;;false;user_tour_states;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;verification_challenges;BASE TABLE;1;public;uuid;pg_catalog
;client_id;;uuid;;;false;verification_challenges;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;email;;text;;;true;verification_challenges;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;code_hash;;text;;;true;verification_challenges;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;purpose;;text;;;true;verification_challenges;BASE TABLE;5;public;text;pg_catalog
;attempts;0;integer;;;false;verification_challenges;BASE TABLE;6;public;int4;pg_catalog
;expires_at;;timestamp with time zone;;;true;verification_challenges;BASE TABLE;7;public;timestamptz;pg_catalog
;verified_at;;timestamp with time zone;;;false;verification_challenges;BASE TABLE;8;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;true;verification_challenges;BASE TABLE;9;public;timestamptz;pg_catalog
;barber_id;;uuid;;;false;verification_challenges;BASE TABLE;10;public;uuid;pg_catalog
;consumed_at;;timestamp with time zone;;;false;verification_challenges;BASE TABLE;11;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;waiting_list;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;waiting_list;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;false;waiting_list;BASE TABLE;3;public;uuid;pg_catalog
pg_catalog.default;customer_name;;text;;;true;waiting_list;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;waiting_list;BASE TABLE;5;public;text;pg_catalog
;service_id;;uuid;;;false;waiting_list;BASE TABLE;6;public;uuid;pg_catalog
;barber_id;;uuid;;;false;waiting_list;BASE TABLE;7;public;uuid;pg_catalog
;preferred_date;;date;;;false;waiting_list;BASE TABLE;8;public;date;pg_catalog
pg_catalog.default;time_range;;text;;;false;waiting_list;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;priority;'normal'::text;text;;;true;waiting_list;BASE TABLE;10;public;text;pg_catalog
pg_catalog.default;notes;;text;;;false;waiting_list;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;status;'aguardando'::text;text;;;true;waiting_list;BASE TABLE;12;public;text;pg_catalog
;created_by;;uuid;;;false;waiting_list;BASE TABLE;13;public;uuid;pg_catalog
;created_at;now();timestamp with time zone;;;true;waiting_list;BASE TABLE;14;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;waiting_list;BASE TABLE;15;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;wallet;BASE TABLE;1;public;uuid;pg_catalog
;customer_id;;uuid;;;true;wallet;BASE TABLE;2;public;uuid;pg_catalog
;balance;0;numeric;;;true;wallet;BASE TABLE;3;public;numeric;pg_catalog
;user_id;;uuid;;;true;wallet;BASE TABLE;4;public;uuid;pg_catalog
;created_at;now();timestamp with time zone;;;true;wallet;BASE TABLE;5;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;wallet;BASE TABLE;6;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;wallet_transactions;BASE TABLE;1;public;uuid;pg_catalog
;wallet_id;;uuid;;;true;wallet_transactions;BASE TABLE;2;public;uuid;pg_catalog
;amount;;numeric;;;true;wallet_transactions;BASE TABLE;3;public;numeric;pg_catalog
pg_catalog.default;type;;text;;;true;wallet_transactions;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;description;;text;;;false;wallet_transactions;BASE TABLE;5;public;text;pg_catalog
;appointment_id;;uuid;;;false;wallet_transactions;BASE TABLE;6;public;uuid;pg_catalog
;user_id;;uuid;;;true;wallet_transactions;BASE TABLE;7;public;uuid;pg_catalog
;created_at;now();timestamp with time zone;;;true;wallet_transactions;BASE TABLE;8;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;webhook_logs;BASE TABLE;1;public;uuid;pg_catalog
;barbershop_id;;uuid;;;false;webhook_logs;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;event_type;;text;;;true;webhook_logs;BASE TABLE;3;public;text;pg_catalog
;payload;;jsonb;;;true;webhook_logs;BASE TABLE;4;public;jsonb;pg_catalog
pg_catalog.default;status;;text;;;true;webhook_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;webhook_logs;BASE TABLE;6;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;false;webhook_logs;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;whatsapp_cloud_connections;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;whatsapp_cloud_connections;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;business_name;;text;;;false;whatsapp_cloud_connections;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;phone_number;;text;;;false;whatsapp_cloud_connections;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;phone_number_id;;text;;;false;whatsapp_cloud_connections;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;waba_id;;text;;;false;whatsapp_cloud_connections;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;access_token;;text;;;false;whatsapp_cloud_connections;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;webhook_verify_token;(gen_random_uuid())::text;text;;;false;whatsapp_cloud_connections;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;false;whatsapp_cloud_connections;BASE TABLE;9;public;text;pg_catalog
;connected_at;;timestamp with time zone;;;false;whatsapp_cloud_connections;BASE TABLE;10;public;timestamptz;pg_catalog
;last_sync_at;;timestamp with time zone;;;false;whatsapp_cloud_connections;BASE TABLE;11;public;timestamptz;pg_catalog
;created_at;now();timestamp with time zone;;;false;whatsapp_cloud_connections;BASE TABLE;12;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;whatsapp_cloud_connections;BASE TABLE;13;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;whatsapp_conversations;BASE TABLE;1;public;uuid;pg_catalog
;barber_id;;uuid;;;false;whatsapp_conversations;BASE TABLE;2;public;uuid;pg_catalog
;customer_id;;uuid;;;false;whatsapp_conversations;BASE TABLE;3;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;whatsapp_conversations;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;phone;;text;;;true;whatsapp_conversations;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;state;;text;;;true;whatsapp_conversations;BASE TABLE;6;public;text;pg_catalog
;context;'{}'::jsonb;jsonb;;;false;whatsapp_conversations;BASE TABLE;7;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;false;whatsapp_conversations;BASE TABLE;8;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;whatsapp_conversations;BASE TABLE;9;public;timestamptz;pg_catalog
;appointment_group_id;;uuid;;;false;whatsapp_conversations;BASE TABLE;10;public;uuid;pg_catalog
pg_catalog.default;last_action;;text;;;false;whatsapp_conversations;BASE TABLE;11;public;text;pg_catalog
;active;true;boolean;;;false;whatsapp_conversations;BASE TABLE;12;public;bool;pg_catalog
pg_catalog.default;phone_fallback;;text;;;false;whatsapp_conversations;BASE TABLE;13;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;whatsapp_delivery_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;whatsapp_delivery_logs;BASE TABLE;2;public;uuid;pg_catalog
;dispatch_id;;uuid;;;false;whatsapp_delivery_logs;BASE TABLE;3;public;uuid;pg_catalog
;appointment_id;;uuid;;;false;whatsapp_delivery_logs;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;status;;text;;;true;whatsapp_delivery_logs;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;whatsapp_delivery_logs;BASE TABLE;6;public;text;pg_catalog
;retry_count;0;integer;;;false;whatsapp_delivery_logs;BASE TABLE;7;public;int4;pg_catalog
;payload;;jsonb;;;false;whatsapp_delivery_logs;BASE TABLE;8;public;jsonb;pg_catalog
;response;;jsonb;;;false;whatsapp_delivery_logs;BASE TABLE;9;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;false;whatsapp_delivery_logs;BASE TABLE;10;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;whatsapp_delivery_logs;BASE TABLE;11;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;whatsapp_instances;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;true;whatsapp_instances;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;provider;'z-api'::text;text;;;true;whatsapp_instances;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;instance_id;;text;;;true;whatsapp_instances;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;server_url;;text;;;true;whatsapp_instances;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;token;;text;;;true;whatsapp_instances;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;phone;;text;;;false;whatsapp_instances;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;status;'disconnected'::text;text;;;true;whatsapp_instances;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;webhook_url;;text;;;false;whatsapp_instances;BASE TABLE;10;public;text;pg_catalog
;created_at;now();timestamp with time zone;;;true;whatsapp_instances;BASE TABLE;11;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;true;whatsapp_instances;BASE TABLE;12;public;timestamptz;pg_catalog
;connected;false;boolean;;;false;whatsapp_instances;BASE TABLE;15;public;bool;pg_catalog
;barber_id;;uuid;;;false;whatsapp_instances;BASE TABLE;16;public;uuid;pg_catalog
pg_catalog.default;client_token;;text;;;false;whatsapp_instances;BASE TABLE;18;public;text;pg_catalog
pg_catalog.default;webhook_received_url;;text;;;false;whatsapp_instances;BASE TABLE;19;public;text;pg_catalog
;webhook_received_configured_at;;timestamp with time zone;;;false;whatsapp_instances;BASE TABLE;20;public;timestamptz;pg_catalog
;webhook_received_last_response;;jsonb;;;false;whatsapp_instances;BASE TABLE;21;public;jsonb;pg_catalog
pg_catalog.default;webhook_token;replace((gen_random_uuid())::text, '-'::text, ''::text);text;;;true;whatsapp_instances;BASE TABLE;22;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;whatsapp_messages;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;whatsapp_messages;BASE TABLE;2;public;uuid;pg_catalog
;connection_id;;uuid;;;false;whatsapp_messages;BASE TABLE;3;public;uuid;pg_catalog
;customer_id;;uuid;;;false;whatsapp_messages;BASE TABLE;4;public;uuid;pg_catalog
pg_catalog.default;type;;text;;;true;whatsapp_messages;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;status;'pending'::text;text;;;true;whatsapp_messages;BASE TABLE;6;public;text;pg_catalog
pg_catalog.default;content;;text;;;false;whatsapp_messages;BASE TABLE;7;public;text;pg_catalog
pg_catalog.default;wa_id;;text;;;false;whatsapp_messages;BASE TABLE;8;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;whatsapp_messages;BASE TABLE;9;public;text;pg_catalog
;metadata;'{}'::jsonb;jsonb;;;false;whatsapp_messages;BASE TABLE;10;public;jsonb;pg_catalog
;created_at;now();timestamp with time zone;;;false;whatsapp_messages;BASE TABLE;11;public;timestamptz;pg_catalog
;scheduled_for;now();timestamp with time zone;;;false;whatsapp_messages;BASE TABLE;12;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;whatsapp_templates;BASE TABLE;1;public;uuid;pg_catalog
;user_id;;uuid;;;true;whatsapp_templates;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;event_type;;text;;;true;whatsapp_templates;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;content;;text;;;true;whatsapp_templates;BASE TABLE;4;public;text;pg_catalog
;is_active;true;boolean;;;false;whatsapp_templates;BASE TABLE;5;public;bool;pg_catalog
;created_at;now();timestamp with time zone;;;false;whatsapp_templates;BASE TABLE;6;public;timestamptz;pg_catalog
;updated_at;now();timestamp with time zone;;;false;whatsapp_templates;BASE TABLE;7;public;timestamptz;pg_catalog
;id;gen_random_uuid();uuid;;;true;zapi_integration_logs;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;zapi_integration_logs;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;instance_id;;text;;;false;zapi_integration_logs;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;action;;text;;;true;zapi_integration_logs;BASE TABLE;4;public;text;pg_catalog
;request_payload;;jsonb;;;false;zapi_integration_logs;BASE TABLE;5;public;jsonb;pg_catalog
;response_payload;;jsonb;;;false;zapi_integration_logs;BASE TABLE;6;public;jsonb;pg_catalog
;status_code;;integer;;;false;zapi_integration_logs;BASE TABLE;7;public;int4;pg_catalog
;created_at;now();timestamp with time zone;;;true;zapi_integration_logs;BASE TABLE;8;public;timestamptz;pg_catalog
pg_catalog.default;endpoint;;text;;;false;zapi_integration_logs;BASE TABLE;9;public;text;pg_catalog
pg_catalog.default;phone_number;;text;;;false;zapi_integration_logs;BASE TABLE;10;public;text;pg_catalog
pg_catalog.default;error_message;;text;;;false;zapi_integration_logs;BASE TABLE;11;public;text;pg_catalog
pg_catalog.default;token_masked;;text;;;false;zapi_integration_logs;BASE TABLE;12;public;text;pg_catalog
pg_catalog.default;client_token_masked;;text;;;false;zapi_integration_logs;BASE TABLE;13;public;text;pg_catalog
pg_catalog.default;method;;text;;;false;zapi_integration_logs;BASE TABLE;14;public;text;pg_catalog
;request_body;;jsonb;;;false;zapi_integration_logs;BASE TABLE;15;public;jsonb;pg_catalog
;response_status;;integer;;;false;zapi_integration_logs;BASE TABLE;16;public;int4;pg_catalog
;response_body;;jsonb;;;false;zapi_integration_logs;BASE TABLE;17;public;jsonb;pg_catalog
pg_catalog.default;webhook_url;;text;;;false;zapi_integration_logs;BASE TABLE;18;public;text;pg_catalog
;id;gen_random_uuid();uuid;;;true;zapi_webhook_debug;BASE TABLE;1;public;uuid;pg_catalog
;tenant_id;;uuid;;;false;zapi_webhook_debug;BASE TABLE;2;public;uuid;pg_catalog
pg_catalog.default;phone_raw;;text;;;false;zapi_webhook_debug;BASE TABLE;3;public;text;pg_catalog
pg_catalog.default;phone_normalized;;text;;;false;zapi_webhook_debug;BASE TABLE;4;public;text;pg_catalog
pg_catalog.default;message_text;;text;;;false;zapi_webhook_debug;BASE TABLE;5;public;text;pg_catalog
pg_catalog.default;option_id;;text;;;false;zapi_webhook_debug;BASE TABLE;6;public;text;pg_catalog
